point_id,latitude,longitude,altitude_m,distance_from_start_m,slope_deg,bearing_deg,segment_length_m,data_source
258,-26.580725,27.381244,1544.82,51599.6,0.0704,303.12,200.0,hardcoded-waypoints+spline-elevation
259,-26.579757,27.379549,1545.06,51799.6,0.0698,302.57,200.0,hardcoded-waypoints+spline-elevation
260,-26.578829,27.377826,1545.3,51999.6,0.0692,301.05,200.0,hardcoded-waypoints+spline-elevation
261,-26.577902,27.376104,1545.54,52199.5,0.0687,301.05,200.0,hardcoded-waypoints+spline-elevation
262,-26.576974,27.374381,1545.78,52399.5,0.0681,301.05,200.0,hardcoded-waypoints+spline-elevation
263,-26.576047,27.372658,1546.02,52599.5,0.0675,301.05,200.0,hardcoded-waypoints+spline-elevation
264,-26.575119,27.370936,1546.25,52799.4,0.0669,301.05,200.0,hardcoded-waypoints+spline-elevation
265,-26.574192,27.369213,1546.48,52999.4,0.0663,301.05,200.0,hardcoded-waypoints+spline-elevation
266,-26.573264,27.36749,1546.71,53199.3,0.0658,301.05,200.0,hardcoded-waypoints+spline-elevation
267,-26.572337,27.365768,1546.94,53399.3,0.0652,301.05,200.0,hardcoded-waypoints+spline-elevation
268,-26.571409,27.364045,1547.17,53599.3,0.0646,301.05,200.0,hardcoded-waypoints+spline-elevation
269,-26.570481,27.362323,1547.39,53799.2,0.064,301.05,200.0,hardcoded-waypoints+spline-elevation
270,-26.569554,27.3606,1547.61,53999.2,0.0635,301.05,200.0,hardcoded-waypoints+spline-elevation
271,-26.568626,27.358877,1547.83,54199.2,0.0629,301.05,200.0,hardcoded-waypoints+spline-elevation
272,-26.567699,27.357155,1548.05,54399.1,0.0623,301.05,200.0,hardcoded-waypoints+spline-elevation
273,-26.566771,27.355432,1548.26,54599.1,0.0618,301.05,200.0,hardcoded-waypoints+spline-elevation
274,-26.565844,27.35371,1548.48,54799.1,0.0612,301.05,200.0,hardcoded-waypoints+spline-elevation
275,-26.564916,27.351987,1548.69,54999.1,0.0606,301.05,200.0,hardcoded-waypoints+spline-elevation
276,-26.563988,27.350264,1548.9,55199.0,0.0601,301.05,200.0,hardcoded-waypoints+spline-elevation
277,-26.563061,27.348542,1549.11,55399.0,0.0595,301.05,200.0,hardcoded-waypoints+spline-elevation
278,-26.562133,27.346819,1549.31,55599.0,0.059,301.05,200.0,hardcoded-waypoints+spline-elevation
279,-26.561206,27.345096,1549.52,55799.0,0.0584,301.05,200.0,hardcoded-waypoints+spline-elevation
280,-26.560278,27.343374,1549.72,55999.0,0.0579,301.05,200.0,hardcoded-waypoints+spline-elevation
281,-26.559351,27.341651,1549.92,56198.9,0.0573,301.05,200.0,hardcoded-waypoints+spline-elevation
282,-26.558423,27.339929,1550.12,56398.9,0.0568,301.05,200.0,hardcoded-waypoints+spline-elevation
283,-26.557496,27.338206,1550.31,56598.9,0.0562,301.05,200.0,hardcoded-waypoints+spline-elevation
284,-26.556568,27.336483,1550.51,56798.9,0.0557,301.05,200.0,hardcoded-waypoints+spline-elevation
285,-26.55564,27.334761,1550.7,56998.9,0.0552,301.05,200.0,hardcoded-waypoints+spline-elevation
286,-26.554713,27.333038,1550.89,57198.9,0.0546,301.05,200.0,hardcoded-waypoints+spline-elevation
287,-26.553785,27.331316,1551.08,57398.8,0.0541,301.05,200.0,hardcoded-waypoints+spline-elevation
288,-26.552858,27.329593,1551.27,57598.8,0.0536,301.05,200.0,hardcoded-waypoints+spline-elevation
289,-26.55193,27.32787,1551.45,57798.8,0.053,301.05,200.0,hardcoded-waypoints+spline-elevation
290,-26.551003,27.326148,1551.63,57998.8,0.0525,301.05,200.0,hardcoded-waypoints+spline-elevation
291,-26.550075,27.324425,1551.82,58198.8,0.052,301.05,200.0,hardcoded-waypoints+spline-elevation
292,-26.549148,27.322703,1552.0,58398.8,0.0515,301.04,200.0,hardcoded-waypoints+spline-elevation
293,-26.54822,27.32098,1552.17,58598.8,0.0509,301.04,200.0,hardcoded-waypoints+spline-elevation
294,-26.547292,27.319257,1552.35,58798.8,0.0504,301.04,200.0,hardcoded-waypoints+spline-elevation
295,-26.546365,27.317535,1552.52,58998.8,0.0499,301.04,200.0,hardcoded-waypoints+spline-elevation
296,-26.545437,27.315812,1552.7,59198.8,0.0494,301.04,200.0,hardcoded-waypoints+spline-elevation
297,-26.54451,27.314089,1552.87,59398.8,0.0489,301.04,200.0,hardcoded-waypoints+spline-elevation
298,-26.543582,27.312367,1553.03,59598.8,0.0483,301.04,200.0,hardcoded-waypoints+spline-elevation
299,-26.542655,27.310644,1553.2,59798.8,0.0478,301.04,200.0,hardcoded-waypoints+spline-elevation
300,-26.541727,27.308922,1553.37,59998.8,0.0473,301.04,200.0,hardcoded-waypoints+spline-elevation
301,-26.540799,27.307199,1553.53,60198.8,0.0468,301.04,200.0,hardcoded-waypoints+spline-elevation
302,-26.539872,27.305476,1553.69,60398.8,0.0463,301.04,200.0,hardcoded-waypoints+spline-elevation
303,-26.538944,27.303754,1553.85,60598.8,0.0458,301.04,200.0,hardcoded-waypoints+spline-elevation
304,-26.538017,27.302031,1554.01,60798.8,0.0453,301.04,200.0,hardcoded-waypoints+spline-elevation
305,-26.537089,27.300309,1554.17,60998.8,0.0448,301.04,200.0,hardcoded-waypoints+spline-elevation
306,-26.536162,27.298586,1554.32,61198.8,0.0443,301.04,200.0,hardcoded-waypoints+spline-elevation
307,-26.535234,27.296863,1554.47,61398.9,0.0438,301.04,200.0,hardcoded-waypoints+spline-elevation
308,-26.534307,27.295141,1554.63,61598.9,0.0433,301.04,200.0,hardcoded-waypoints+spline-elevation
309,-26.533379,27.293418,1554.77,61798.9,0.0428,301.04,200.0,hardcoded-waypoints+spline-elevation
310,-26.532451,27.291695,1554.92,61998.9,0.0423,301.04,200.0,hardcoded-waypoints+spline-elevation
311,-26.531524,27.289973,1555.07,62198.9,0.0419,301.04,200.0,hardcoded-waypoints+spline-elevation
312,-26.530596,27.28825,1555.21,62398.9,0.0414,301.04,200.0,hardcoded-waypoints+spline-elevation
313,-26.529669,27.286528,1555.36,62599.0,0.0409,301.04,200.0,hardcoded-waypoints+spline-elevation
314,-26.528741,27.284805,1555.5,62799.0,0.0404,301.04,200.0,hardcoded-waypoints+spline-elevation
315,-26.527814,27.283082,1555.64,62999.0,0.0399,301.04,200.0,hardcoded-waypoints+spline-elevation
316,-26.526886,27.28136,1555.77,63199.0,0.0395,301.04,200.0,hardcoded-waypoints+spline-elevation
317,-26.525958,27.279637,1555.91,63399.0,0.039,301.04,200.0,hardcoded-waypoints+spline-elevation
318,-26.525031,27.277915,1556.04,63599.1,0.0385,301.04,200.0,hardcoded-waypoints+spline-elevation
319,-26.524103,27.276192,1556.18,63799.1,0.038,301.04,200.0,hardcoded-waypoints+spline-elevation
320,-26.523176,27.274469,1556.31,63999.1,0.0376,301.04,200.0,hardcoded-waypoints+spline-elevation
321,-26.522248,27.272747,1556.44,64199.1,0.0371,301.04,200.0,hardcoded-waypoints+spline-elevation
322,-26.521321,27.271024,1556.57,64399.2,0.0366,301.04,200.0,hardcoded-waypoints+spline-elevation
323,-26.520393,27.269301,1556.69,64599.2,0.0362,301.04,200.0,hardcoded-waypoints+spline-elevation
324,-26.519466,27.267579,1556.82,64799.2,0.0357,301.04,200.0,hardcoded-waypoints+spline-elevation
325,-26.518538,27.265856,1556.94,64999.3,0.0353,301.04,200.0,hardcoded-waypoints+spline-elevation
326,-26.51761,27.264134,1557.06,65199.3,0.0348,301.04,200.0,hardcoded-waypoints+spline-elevation
327,-26.516683,27.262411,1557.18,65399.3,0.0344,301.04,200.0,hardcoded-waypoints+spline-elevation
328,-26.515755,27.260688,1557.3,65599.4,0.0339,301.04,200.0,hardcoded-waypoints+spline-elevation
329,-26.514828,27.258966,1557.42,65799.4,0.0335,301.04,200.0,hardcoded-waypoints+spline-elevation
330,-26.5139,27.257243,1557.53,65999.5,0.033,301.04,200.0,hardcoded-waypoints+spline-elevation
331,-26.512973,27.255521,1557.65,66199.5,0.0326,301.04,200.0,hardcoded-waypoints+spline-elevation
332,-26.512045,27.253798,1557.76,66399.5,0.0321,301.04,200.0,hardcoded-waypoints+spline-elevation
333,-26.511117,27.252075,1557.87,66599.6,0.0317,301.04,200.0,hardcoded-waypoints+spline-elevation
334,-26.51019,27.250353,1557.98,66799.6,0.0312,301.04,200.0,hardcoded-waypoints+spline-elevation
335,-26.509263,27.248631,1558.09,66999.6,0.0308,301.04,200.0,hardcoded-waypoints+spline-elevation
336,-26.508336,27.246909,1558.19,67199.6,0.0304,301.04,200.0,hardcoded-waypoints+spline-elevation
337,-26.507408,27.245187,1558.3,67399.5,0.0299,301.04,200.0,hardcoded-waypoints+spline-elevation
338,-26.506481,27.243465,1558.4,67599.5,0.0295,301.04,200.0,hardcoded-waypoints+spline-elevation
339,-26.505554,27.241743,1558.5,67799.4,0.029,301.04,200.0,hardcoded-waypoints+spline-elevation
340,-26.504627,27.240022,1558.6,67999.4,0.0286,301.04,200.0,hardcoded-waypoints+spline-elevation
341,-26.5037,27.2383,1558.7,68199.4,0.0282,301.03,200.0,hardcoded-waypoints+spline-elevation
342,-26.502773,27.236578,1558.79,68399.3,0.0278,301.03,200.0,hardcoded-waypoints+spline-elevation
343,-26.501846,27.234856,1558.89,68599.3,0.0273,301.03,200.0,hardcoded-waypoints+spline-elevation
344,-26.500918,27.233134,1558.98,68799.3,0.0269,301.03,200.0,hardcoded-waypoints+spline-elevation
345,-26.499991,27.231412,1559.08,68999.2,0.0265,301.03,200.0,hardcoded-waypoints+spline-elevation
346,-26.499064,27.22969,1559.17,69199.2,0.026,301.03,200.0,hardcoded-waypoints+spline-elevation
347,-26.498137,27.227969,1559.26,69399.2,0.0256,301.03,200.0,hardcoded-waypoints+spline-elevation
348,-26.49721,27.226247,1559.34,69599.1,0.0252,301.03,200.0,hardcoded-waypoints+spline-elevation
349,-26.496283,27.224525,1559.43,69799.1,0.0247,301.03,200.0,hardcoded-waypoints+spline-elevation
350,-26.495356,27.222803,1559.52,69999.1,0.0243,301.03,200.0,hardcoded-waypoints+spline-elevation
351,-26.494428,27.221081,1559.6,70199.1,0.0239,301.03,200.0,hardcoded-waypoints+spline-elevation
352,-26.493501,27.219359,1559.68,70399.0,0.0235,301.03,200.0,hardcoded-waypoints+spline-elevation
353,-26.492574,27.217638,1559.76,70599.0,0.0231,301.03,200.0,hardcoded-waypoints+spline-elevation
354,-26.491647,27.215916,1559.84,70799.0,0.0226,301.03,200.0,hardcoded-waypoints+spline-elevation
355,-26.49072,27.214194,1559.92,70999.0,0.0222,301.03,200.0,hardcoded-waypoints+spline-elevation
356,-26.489793,27.212472,1559.99,71198.9,0.0218,301.03,200.0,hardcoded-waypoints+spline-elevation
357,-26.488865,27.21075,1560.07,71398.9,0.0214,301.03,200.0,hardcoded-waypoints+spline-elevation
358,-26.487938,27.209028,1560.14,71598.9,0.021,301.03,200.0,hardcoded-waypoints+spline-elevation
359,-26.487011,27.207307,1560.21,71798.9,0.0205,301.03,200.0,hardcoded-waypoints+spline-elevation
360,-26.486084,27.205585,1560.28,71998.9,0.0201,301.03,200.0,hardcoded-waypoints+spline-elevation
361,-26.485157,27.203863,1560.35,72198.9,0.0197,301.03,200.0,hardcoded-waypoints+spline-elevation
362,-26.48423,27.202141,1560.42,72398.9,0.0193,301.03,200.0,hardcoded-waypoints+spline-elevation
363,-26.483303,27.200419,1560.49,72598.8,0.0189,301.03,200.0,hardcoded-waypoints+spline-elevation
364,-26.482375,27.198697,1560.55,72798.8,0.0185,301.03,200.0,hardcoded-waypoints+spline-elevation
365,-26.481448,27.196975,1560.61,72998.8,0.018,301.03,200.0,hardcoded-waypoints+spline-elevation
366,-26.480521,27.195254,1560.67,73198.8,0.0176,301.03,200.0,hardcoded-waypoints+spline-elevation
367,-26.479594,27.193532,1560.73,73398.8,0.0172,301.03,200.0,hardcoded-waypoints+spline-elevation
368,-26.478667,27.19181,1560.79,73598.8,0.0168,301.03,200.0,hardcoded-waypoints+spline-elevation
369,-26.47774,27.190088,1560.85,73798.8,0.0164,301.03,200.0,hardcoded-waypoints+spline-elevation
370,-26.476813,27.188366,1560.91,73998.8,0.016,301.03,200.0,hardcoded-waypoints+spline-elevation
371,-26.475885,27.186644,1560.96,74198.8,0.0156,301.03,200.0,hardcoded-waypoints+spline-elevation
372,-26.474958,27.184923,1561.01,74398.8,0.0152,301.03,200.0,hardcoded-waypoints+spline-elevation
373,-26.474031,27.183201,1561.07,74598.8,0.0148,301.03,200.0,hardcoded-waypoints+spline-elevation
374,-26.473104,27.181479,1561.12,74798.8,0.0144,301.03,200.0,hardcoded-waypoints+spline-elevation
375,-26.472177,27.179757,1561.16,74998.8,0.014,301.03,200.0,hardcoded-waypoints+spline-elevation
376,-26.47125,27.178035,1561.21,75198.8,0.0135,301.03,200.0,hardcoded-waypoints+spline-elevation
377,-26.470323,27.176313,1561.26,75398.8,0.0131,301.03,200.0,hardcoded-waypoints+spline-elevation
378,-26.469395,27.174591,1561.3,75598.8,0.0127,301.03,200.0,hardcoded-waypoints+spline-elevation
379,-26.468468,27.17287,1561.34,75798.8,0.0123,301.03,200.0,hardcoded-waypoints+spline-elevation
380,-26.467541,27.171148,1561.39,75998.8,0.0119,301.03,200.0,hardcoded-waypoints+spline-elevation
381,-26.466614,27.169426,1561.43,76198.8,0.0115,301.03,200.0,hardcoded-waypoints+spline-elevation
382,-26.465687,27.167704,1561.47,76398.9,0.0111,301.03,200.0,hardcoded-waypoints+spline-elevation
383,-26.46476,27.165982,1561.5,76598.9,0.0107,301.03,200.0,hardcoded-waypoints+spline-elevation
384,-26.463833,27.16426,1561.54,76798.9,0.0103,301.03,200.0,hardcoded-waypoints+spline-elevation
385,-26.462905,27.162539,1561.57,76998.9,0.0099,301.03,200.0,hardcoded-waypoints+spline-elevation
386,-26.461978,27.160817,1561.61,77198.9,0.0096,301.03,200.0,hardcoded-waypoints+spline-elevation
387,-26.461051,27.159095,1561.64,77398.9,0.0092,301.03,200.0,hardcoded-waypoints+spline-elevation
388,-26.460124,27.157373,1561.67,77598.9,0.0088,301.03,200.0,hardcoded-waypoints+spline-elevation
389,-26.459197,27.155651,1561.7,77799.0,0.0084,301.03,200.0,hardcoded-waypoints+spline-elevation
390,-26.45827,27.153929,1561.73,77999.0,0.008,301.02,200.0,hardcoded-waypoints+spline-elevation
391,-26.457343,27.152208,1561.75,78199.0,0.0076,301.02,200.0,hardcoded-waypoints+spline-elevation
392,-26.456415,27.150486,1561.78,78399.0,0.0072,301.02,200.0,hardcoded-waypoints+spline-elevation
393,-26.455488,27.148764,1561.8,78599.1,0.0068,301.02,200.0,hardcoded-waypoints+spline-elevation
394,-26.454561,27.147042,1561.82,78799.1,0.0064,301.02,200.0,hardcoded-waypoints+spline-elevation
395,-26.453634,27.14532,1561.85,78999.1,0.006,301.02,200.0,hardcoded-waypoints+spline-elevation
396,-26.452707,27.143598,1561.87,79199.1,0.0056,301.02,200.0,hardcoded-waypoints+spline-elevation
397,-26.45178,27.141876,1561.88,79399.2,0.0052,301.02,200.0,hardcoded-waypoints+spline-elevation
398,-26.450852,27.140155,1561.9,79599.2,0.0049,301.02,200.0,hardcoded-waypoints+spline-elevation
399,-26.449925,27.138433,1561.92,79799.2,0.0045,301.02,200.0,hardcoded-waypoints+spline-elevation
400,-26.448998,27.136711,1561.93,79999.3,0.0041,301.02,200.0,hardcoded-waypoints+spline-elevation
401,-26.448071,27.134989,1561.94,80199.3,0.0037,301.02,200.0,hardcoded-waypoints+spline-elevation
402,-26.447144,27.133267,1561.96,80399.3,0.0033,301.02,200.0,hardcoded-waypoints+spline-elevation
403,-26.446217,27.131545,1561.97,80599.4,0.0029,301.02,200.0,hardcoded-waypoints+spline-elevation
404,-26.44529,27.129824,1561.97,80799.4,0.0026,301.02,200.0,hardcoded-waypoints+spline-elevation
405,-26.444362,27.128102,1561.98,80999.4,0.0022,301.02,200.0,hardcoded-waypoints+spline-elevation
406,-26.443435,27.12638,1561.99,81199.5,0.0018,301.02,200.0,hardcoded-waypoints+spline-elevation
407,-26.442508,27.124658,1561.99,81399.5,0.0014,301.02,200.0,hardcoded-waypoints+spline-elevation
408,-26.441581,27.122936,1562.0,81599.6,0.001,301.02,200.0,hardcoded-waypoints+spline-elevation
409,-26.440654,27.121214,1562.0,81799.6,0.0007,301.02,200.0,hardcoded-waypoints+spline-elevation
410,-26.439715,27.119501,1562.0,81999.6,0.0003,301.47,200.0,hardcoded-waypoints+spline-elevation
411,-26.438748,27.117808,1562.0,82199.6,-0.0001,302.54,200.0,hardcoded-waypoints+spline-elevation
412,-26.43778,27.116115,1562.0,82399.5,-0.0005,302.54,200.0,hardcoded-waypoints+spline-elevation
413,-26.436813,27.114422,1562.0,82599.5,-0.0008,302.54,200.0,hardcoded-waypoints+spline-elevation
414,-26.435845,27.112729,1561.99,82799.4,-0.0012,302.54,200.0,hardcoded-waypoints+spline-elevation
415,-26.434878,27.111037,1561.99,82999.4,-0.0016,302.54,200.0,hardcoded-waypoints+spline-elevation
416,-26.433911,27.109344,1561.98,83199.3,-0.0019,302.54,200.0,hardcoded-waypoints+spline-elevation
417,-26.432943,27.107651,1561.97,83399.3,-0.0023,302.54,200.0,hardcoded-waypoints+spline-elevation
418,-26.431976,27.105958,1561.96,83599.3,-0.0027,302.54,200.0,hardcoded-waypoints+spline-elevation
419,-26.431009,27.104265,1561.95,83799.2,-0.003,302.54,200.0,hardcoded-waypoints+spline-elevation
420,-26.430041,27.102572,1561.94,83999.2,-0.0034,302.54,200.0,hardcoded-waypoints+spline-elevation
421,-26.429074,27.100879,1561.93,84199.1,-0.0038,302.54,200.0,hardcoded-waypoints+spline-elevation
422,-26.428106,27.099186,1561.91,84399.1,-0.0041,302.54,200.0,hardcoded-waypoints+spline-elevation
423,-26.427139,27.097493,1561.9,84599.1,-0.0045,302.54,200.0,hardcoded-waypoints+spline-elevation
424,-26.426172,27.0958,1561.88,84799.0,-0.0048,302.54,200.0,hardcoded-waypoints+spline-elevation
425,-26.425204,27.094108,1561.86,84999.0,-0.0052,302.54,200.0,hardcoded-waypoints+spline-elevation
426,-26.424237,27.092415,1561.84,85199.0,-0.0056,302.54,200.0,hardcoded-waypoints+spline-elevation
427,-26.42327,27.090722,1561.82,85398.9,-0.0059,302.54,200.0,hardcoded-waypoints+spline-elevation
428,-26.422302,27.089029,1561.8,85598.9,-0.0063,302.54,200.0,hardcoded-waypoints+spline-elevation
429,-26.421335,27.087336,1561.78,85798.9,-0.0066,302.54,200.0,hardcoded-waypoints+spline-elevation
430,-26.420367,27.085643,1561.75,85998.9,-0.007,302.54,200.0,hardcoded-waypoints+spline-elevation
431,-26.4194,27.08395,1561.73,86198.8,-0.0073,302.54,200.0,hardcoded-waypoints+spline-elevation
432,-26.418433,27.082257,1561.7,86398.8,-0.0077,302.54,200.0,hardcoded-waypoints+spline-elevation
433,-26.417465,27.080564,1561.67,86598.8,-0.008,302.54,200.0,hardcoded-waypoints+spline-elevation
434,-26.416498,27.078871,1561.64,86798.8,-0.0084,302.54,200.0,hardcoded-waypoints+spline-elevation
435,-26.415531,27.077179,1561.61,86998.8,-0.0087,302.54,200.0,hardcoded-waypoints+spline-elevation
436,-26.414563,27.075486,1561.58,87198.7,-0.0091,302.54,200.0,hardcoded-waypoints+spline-elevation
437,-26.413596,27.073793,1561.55,87398.7,-0.0094,302.54,200.0,hardcoded-waypoints+spline-elevation
438,-26.412629,27.0721,1561.51,87598.7,-0.0097,302.54,200.0,hardcoded-waypoints+spline-elevation
439,-26.411661,27.070407,1561.48,87798.7,-0.0101,302.54,200.0,hardcoded-waypoints+spline-elevation
440,-26.410694,27.068714,1561.44,87998.7,-0.0104,302.54,200.0,hardcoded-waypoints+spline-elevation
441,-26.409726,27.067021,1561.4,88198.7,-0.0107,302.54,200.0,hardcoded-waypoints+spline-elevation
442,-26.408759,27.065328,1561.37,88398.7,-0.0111,302.54,200.0,hardcoded-waypoints+spline-elevation
443,-26.407792,27.063635,1561.33,88598.6,-0.0114,302.54,200.0,hardcoded-waypoints+spline-elevation
444,-26.406824,27.061943,1561.28,88798.6,-0.0117,302.54,200.0,hardcoded-waypoints+spline-elevation
445,-26.405857,27.06025,1561.24,88998.6,-0.0121,302.54,200.0,hardcoded-waypoints+spline-elevation
446,-26.40489,27.058557,1561.2,89198.6,-0.0124,302.54,200.0,hardcoded-waypoints+spline-elevation
447,-26.403922,27.056864,1561.15,89398.6,-0.0127,302.54,200.0,hardcoded-waypoints+spline-elevation
448,-26.402955,27.055171,1561.11,89598.6,-0.0131,302.54,200.0,hardcoded-waypoints+spline-elevation
449,-26.401987,27.053478,1561.06,89798.6,-0.0134,302.54,200.0,hardcoded-waypoints+spline-elevation
450,-26.40102,27.051785,1561.01,89998.6,-0.0137,302.54,200.0,hardcoded-waypoints+spline-elevation
451,-26.400053,27.050092,1560.97,90198.6,-0.014,302.54,200.0,hardcoded-waypoints+spline-elevation
452,-26.399085,27.048399,1560.92,90398.6,-0.0144,302.54,200.0,hardcoded-waypoints+spline-elevation
453,-26.398118,27.046706,1560.86,90598.6,-0.0147,302.54,200.0,hardcoded-waypoints+spline-elevation
454,-26.397151,27.045014,1560.81,90798.6,-0.015,302.54,200.0,hardcoded-waypoints+spline-elevation
455,-26.396183,27.043321,1560.76,90998.6,-0.0153,302.54,200.0,hardcoded-waypoints+spline-elevation
456,-26.395216,27.041628,1560.7,91198.6,-0.0156,302.53,200.0,hardcoded-waypoints+spline-elevation
457,-26.394248,27.039935,1560.65,91398.6,-0.016,302.53,200.0,hardcoded-waypoints+spline-elevation
458,-26.393281,27.038242,1560.59,91598.6,-0.0163,302.53,200.0,hardcoded-waypoints+spline-elevation
459,-26.392314,27.036549,1560.53,91798.6,-0.0166,302.53,200.0,hardcoded-waypoints+spline-elevation
460,-26.391346,27.034856,1560.47,91998.7,-0.0169,302.53,200.0,hardcoded-waypoints+spline-elevation
461,-26.390379,27.033163,1560.41,92198.7,-0.0172,302.53,200.0,hardcoded-waypoints+spline-elevation
462,-26.389412,27.03147,1560.35,92398.7,-0.0175,302.53,200.0,hardcoded-waypoints+spline-elevation
463,-26.388444,27.029777,1560.29,92598.7,-0.0178,302.53,200.0,hardcoded-waypoints+spline-elevation
464,-26.387477,27.028085,1560.23,92798.7,-0.0181,302.53,200.0,hardcoded-waypoints+spline-elevation
465,-26.38651,27.026392,1560.16,92998.7,-0.0184,302.53,200.0,hardcoded-waypoints+spline-elevation
466,-26.385542,27.024699,1560.1,93198.7,-0.0187,302.53,200.0,hardcoded-waypoints+spline-elevation
467,-26.384575,27.023006,1560.03,93398.8,-0.019,302.53,200.0,hardcoded-waypoints+spline-elevation
468,-26.383607,27.021313,1559.96,93598.8,-0.0194,302.53,200.0,hardcoded-waypoints+spline-elevation
469,-26.38264,27.01962,1559.89,93798.8,-0.0197,302.53,200.0,hardcoded-waypoints+spline-elevation
470,-26.381673,27.017927,1559.82,93998.8,-0.02,302.53,200.0,hardcoded-waypoints+spline-elevation
471,-26.380705,27.016234,1559.75,94198.8,-0.0202,302.53,200.0,hardcoded-waypoints+spline-elevation
472,-26.379738,27.014541,1559.68,94398.9,-0.0205,302.53,200.0,hardcoded-waypoints+spline-elevation
473,-26.378771,27.012848,1559.61,94598.9,-0.0208,302.53,200.0,hardcoded-waypoints+spline-elevation
474,-26.377803,27.011156,1559.54,94798.9,-0.0211,302.53,200.0,hardcoded-waypoints+spline-elevation
475,-26.376836,27.009463,1559.46,94998.9,-0.0214,302.53,200.0,hardcoded-waypoints+spline-elevation
476,-26.375868,27.00777,1559.39,95199.0,-0.0217,302.53,200.0,hardcoded-waypoints+spline-elevation
477,-26.374901,27.006077,1559.31,95399.0,-0.022,302.53,200.0,hardcoded-waypoints+spline-elevation
478,-26.373934,27.004384,1559.23,95599.0,-0.0223,302.53,200.0,hardcoded-waypoints+spline-elevation
479,-26.372966,27.002691,1559.15,95799.1,-0.0226,302.53,200.0,hardcoded-waypoints+spline-elevation
480,-26.371999,27.000998,1559.07,95999.1,-0.0229,302.53,200.0,hardcoded-waypoints+spline-elevation
481,-26.371032,26.999305,1558.99,96199.1,-0.0232,302.53,200.0,hardcoded-waypoints+spline-elevation
482,-26.370064,26.997612,1558.91,96399.2,-0.0234,302.53,200.0,hardcoded-waypoints+spline-elevation
483,-26.369097,26.995919,1558.83,96599.2,-0.0237,302.53,200.0,hardcoded-waypoints+spline-elevation
484,-26.368129,26.994227,1558.74,96799.3,-0.024,302.53,200.0,hardcoded-waypoints+spline-elevation
485,-26.367162,26.992534,1558.66,96999.3,-0.0243,302.53,200.0,hardcoded-waypoints+spline-elevation
486,-26.366195,26.990841,1558.57,97199.3,-0.0246,302.53,200.0,hardcoded-waypoints+spline-elevation
487,-26.365227,26.989148,1558.49,97399.4,-0.0248,302.53,200.0,hardcoded-waypoints+spline-elevation
488,-26.36426,26.987455,1558.4,97599.4,-0.0251,302.53,200.0,hardcoded-waypoints+spline-elevation
489,-26.363293,26.985762,1558.31,97799.5,-0.0254,302.53,200.0,hardcoded-waypoints+spline-elevation
490,-26.362325,26.984069,1558.22,97999.5,-0.0257,302.53,200.0,hardcoded-waypoints+spline-elevation
491,-26.361358,26.982376,1558.13,98199.6,-0.0259,302.53,200.0,hardcoded-waypoints+spline-elevation
492,-26.360391,26.980683,1558.04,98399.6,-0.0262,302.53,200.0,hardcoded-waypoints+spline-elevation
493,-26.359344,26.979053,1557.95,98599.4,-0.0265,305.61,199.8,hardcoded-waypoints+spline-elevation
494,-26.358245,26.977465,1557.85,98799.4,-0.0267,307.69,200.0,hardcoded-waypoints+spline-elevation
495,-26.357146,26.975877,1557.76,98999.3,-0.027,307.69,200.0,hardcoded-waypoints+spline-elevation
496,-26.356046,26.974289,1557.66,99199.3,-0.0273,307.69,200.0,hardcoded-waypoints+spline-elevation
497,-26.354947,26.972701,1557.57,99399.2,-0.0275,307.69,200.0,hardcoded-waypoints+spline-elevation
498,-26.353847,26.971113,1557.47,99599.2,-0.0278,307.69,200.0,hardcoded-waypoints+spline-elevation
499,-26.352748,26.969525,1557.37,99799.1,-0.0281,307.69,200.0,hardcoded-waypoints+spline-elevation
500,-26.351648,26.967937,1557.27,99999.1,-0.0283,307.69,200.0,hardcoded-waypoints+spline-elevation
501,-26.350549,26.966348,1557.17,100199.1,-0.0286,307.69,200.0,hardcoded-waypoints+spline-elevation
502,-26.349449,26.96476,1557.07,100399.0,-0.0288,307.69,200.0,hardcoded-waypoints+spline-elevation
503,-26.34835,26.963172,1556.97,100599.0,-0.0291,307.69,200.0,hardcoded-waypoints+spline-elevation
504,-26.347251,26.961584,1556.87,100798.9,-0.0293,307.69,200.0,hardcoded-waypoints+spline-elevation
505,-26.346151,26.959996,1556.77,100998.9,-0.0295,307.69,200.0,hardcoded-waypoints+spline-elevation
506,-26.345052,26.958408,1556.66,101198.9,-0.0298,307.69,200.0,hardcoded-waypoints+spline-elevation
507,-26.343952,26.95682,1556.56,101398.8,-0.03,307.69,200.0,hardcoded-waypoints+spline-elevation
508,-26.342853,26.955232,1556.45,101598.8,-0.0303,307.69,200.0,hardcoded-waypoints+spline-elevation
509,-26.341753,26.953644,1556.34,101798.8,-0.0305,307.69,200.0,hardcoded-waypoints+spline-elevation
510,-26.340654,26.952056,1556.24,101998.8,-0.0307,307.69,200.0,hardcoded-waypoints+spline-elevation
511,-26.339555,26.950468,1556.13,102198.7,-0.031,307.69,200.0,hardcoded-waypoints+spline-elevation
512,-26.338455,26.94888,1556.02,102398.7,-0.0312,307.69,200.0,hardcoded-waypoints+spline-elevation
513,-26.337356,26.947292,1555.91,102598.7,-0.0314,307.69,200.0,hardcoded-waypoints+spline-elevation
